fecha;local;visitante;goles_local;goles_visita;torneo;ciudad;pais_x;neutral;difgol;gana_local;gana_visita;ranking_local;abrev_local;ranking_visitante;abrev_visitante;dif_ranking
13/10/2004;Brasil;Colombia;0;0;FIFA World Cup qualification;Maceió;Brasil;0;0;0;0;1;BRA;28;COL;-27
13/10/2004;Chile;Argentina;0;0;FIFA World Cup qualification;Santiago;Chile;0;0;0;0;79;CHI;3;ARG;76
13/10/2004;Paraguay;Peru;1;1;FIFA World Cup qualification;Asunción;Paraguay;0;0;0;0;23;PAR;68;PER;-45
14/10/2004;Venezuela;Ecuador;3;1;FIFA World Cup qualification;San Cristóbal;Venezuela;0;2;1;0;59;VEN;48;ECU;11
17/11/2004;Argentina;Venezuela;3;2;FIFA World Cup qualification;Buenos Aires;Argentina;0;1;1;0;3;ARG;52;VEN;-49
17/11/2004;Colombia;Bolivia;1;0;FIFA World Cup qualification;Barranquilla;Colombia;0;1;1;0;28;COL;94;BOL;-66
17/11/2004;Ecuador;Brasil;1;0;FIFA World Cup qualification;Quito;Ecuador;0;1;1;0;44;ECU;1;BRA;43
17/11/2004;Peru;Chile;2;1;FIFA World Cup qualification;Lima;Peru;0;1;1;0;70;PER;80;CHI;-10
17/11/2004;Uruguay;Paraguay;1;0;FIFA World Cup qualification;Montevideo;Uruguay;0;1;1;0;19;URU;24;PAR;-5
9/2/2005;Chile;Ecuador;3;0;Friendly;Viña del Mar;Chile;0;3;1;0;75;CHI;39;ECU;36
26/3/2005;Bolivia;Argentina;1;2;FIFA World Cup qualification;La Paz;Bolivia;0;-1;0;1;96;BOL;3;ARG;93
26/3/2005;Chile;Uruguay;1;1;FIFA World Cup qualification;Santiago;Chile;0;0;0;0;74;CHI;15;URU;59
26/3/2005;Venezuela;Colombia;0;0;FIFA World Cup qualification;Maracaibo;Venezuela;0;0;0;0;65;VEN;26;COL;39
27/3/2005;Brasil;Peru;1;0;FIFA World Cup qualification;Goiânia;Brasil;0;1;1;0;1;BRA;70;PER;-69
27/3/2005;Ecuador;Paraguay;5;2;FIFA World Cup qualification;Quito;Ecuador;0;3;1;0;36;ECU;28;PAR;8
29/3/2005;Bolivia;Venezuela;3;1;FIFA World Cup qualification;La Paz;Bolivia;0;2;1;0;96;BOL;65;VEN;31
30/3/2005;Argentina;Colombia;1;0;FIFA World Cup qualification;Buenos Aires;Argentina;0;1;1;0;3;ARG;26;COL;-23
30/3/2005;Paraguay;Chile;2;1;FIFA World Cup qualification;Asunción;Paraguay;0;1;1;0;28;PAR;74;CHI;-46
30/3/2005;Peru;Ecuador;2;2;FIFA World Cup qualification;Lima;Peru;0;0;0;0;70;PER;36;ECU;34
30/3/2005;Uruguay;Brasil;1;1;FIFA World Cup qualification;Montevideo;Uruguay;0;0;0;0;15;URU;1;BRA;14
4/5/2005;Ecuador;Paraguay;1;0;Friendly;East Rutherford;USA;1;1;1;0;34;ECU;28;PAR;6
22/5/2005;Japon;Peru;0;1;Kirin Cup;Niigata;Japon;0;-1;0;1;17;JPN;66;PER;-49
4/6/2005;Chile;Bolivia;3;1;FIFA World Cup qualification;Santiago;Chile;0;2;1;0;76;CHI;94;BOL;-18
4/6/2005;Colombia;Peru;5;0;FIFA World Cup qualification;Barranquilla;Colombia;0;5;1;0;28;COL;66;PER;-38
4/6/2005;Ecuador;Argentina;2;0;FIFA World Cup qualification;Quito;Ecuador;0;2;1;0;34;ECU;3;ARG;31
4/6/2005;Venezuela;Uruguay;1;1;FIFA World Cup qualification;Maracaibo;Venezuela;0;0;0;0;70;VEN;16;URU;54
5/6/2005;Brasil;Paraguay;4;1;FIFA World Cup qualification;Porto Alegre;Brasil;0;3;1;0;1;BRA;29;PAR;-28
7/6/2005;Peru;Uruguay;0;0;FIFA World Cup qualification;Lima;Peru;0;0;0;0;66;PER;16;URU;50
8/6/2005;Argentina;Brasil;3;1;FIFA World Cup qualification;Buenos Aires;Argentina;0;2;1;0;3;ARG;1;BRA;2
8/6/2005;Chile;Venezuela;2;1;FIFA World Cup qualification;Santiago;Chile;0;1;1;0;76;CHI;70;VEN;6
8/6/2005;Colombia;Ecuador;3;0;FIFA World Cup qualification;Barranquilla;Colombia;0;3;1;0;28;COL;34;ECU;-6
8/6/2005;Paraguay;Bolivia;4;1;FIFA World Cup qualification;Asunción;Paraguay;0;3;1;0;29;PAR;94;BOL;-65
22/6/2005;Japon;Brasil;2;2;Confederations Cup;Cologne;Germany;1;0;0;0;18;JPN;1;BRA;17
29/6/2005;Brasil;Argentina;4;1;Confederations Cup;Frankfurt am Main;Germany;1;3;1;0;1;BRA;3;ARG;-2
17/8/2005;Ecuador;Venezuela;3;1;Friendly;Loja;Ecuador;0;2;1;0;33;ECU;67;VEN;-34
17/8/2005;Peru;Chile;3;1;Friendly;Tacna;Peru;0;2;1;0;75;PER;73;CHI;2
3/9/2005;Bolivia;Ecuador;1;2;FIFA World Cup qualification;La Paz;Bolivia;0;-1;0;1;100;BOL;33;ECU;67
3/9/2005;Paraguay;Argentina;1;0;FIFA World Cup qualification;Asunción;Paraguay;0;1;1;0;35;PAR;2;ARG;33
3/9/2005;Venezuela;Peru;4;1;FIFA World Cup qualification;Maracaibo;Venezuela;0;3;1;0;67;VEN;75;PER;-8
4/9/2005;Brasil;Chile;5;0;FIFA World Cup qualification;Brasília;Brasil;0;5;1;0;1;BRA;73;CHI;-72
4/9/2005;Uruguay;Colombia;3;2;FIFA World Cup qualification;Montevideo;Uruguay;0;1;1;0;25;URU;24;COL;1
8/10/2005;Colombia;Chile;1;1;FIFA World Cup qualification;Barranquilla;Colombia;0;0;0;0;26;COL;76;CHI;-50
8/10/2005;Ecuador;Uruguay;0;0;FIFA World Cup qualification;Quito;Ecuador;0;0;0;0;33;ECU;25;URU;8
8/10/2005;Venezuela;Paraguay;0;1;FIFA World Cup qualification;Maracaibo;Venezuela;0;-1;0;1;57;VEN;34;PAR;23
9/10/2005;Argentina;Peru;2;0;FIFA World Cup qualification;Buenos Aires;Argentina;0;2;1;0;3;ARG;70;PER;-67
9/10/2005;Bolivia;Brasil;1;1;FIFA World Cup qualification;La Paz;Bolivia;0;0;0;0;100;BOL;1;BRA;99
12/10/2005;Brasil;Venezuela;3;0;FIFA World Cup qualification;Belém;Brasil;0;3;1;0;1;BRA;57;VEN;-56
12/10/2005;Chile;Ecuador;0;0;FIFA World Cup qualification;Santiago;Chile;0;0;0;0;76;CHI;33;ECU;43
12/10/2005;Paraguay;Colombia;0;1;FIFA World Cup qualification;Asunción;Paraguay;0;-1;0;1;34;PAR;26;COL;8
12/10/2005;Peru;Bolivia;4;1;FIFA World Cup qualification;Tacna;Peru;0;3;1;0;70;PER;100;BOL;-30
12/10/2005;Uruguay;Argentina;1;0;FIFA World Cup qualification;Montevideo;Uruguay;0;1;1;0;25;URU;3;ARG;22
16/11/2005;Qatar;Argentina;0;3;Friendly;Doha;Qatar;0;-3;0;1;77;QAT;4;ARG;73
1/3/2006;Venezuela;Colombia;1;1;Friendly;Maracaibo;Venezuela;0;0;0;0;69;VEN;27;COL;42
30/3/2006;Japon;Ecuador;1;0;Friendly;?ita;Japon;0;1;1;0;18;JPN;38;ECU;-20
24/5/2006;Colombia;Ecuador;1;1;Friendly;East Rutherford;USA;1;0;0;0;27;COL;39;ECU;-12
22/6/2006;Japon;Brasil;1;4;FIFA World Cup;Dortmund;Germany;1;-3;0;1;18;JPN;1;BRA;17
16/8/2006;Chile;Colombia;1;2;Friendly;Santiago;Chile;0;-1;0;1;44;CHI;29;COL;15
3/9/2006;Argentina;Brasil;0;3;Friendly;London;England;1;-3;0;1;3;ARG;1;BRA;2
6/9/2006;Ecuador;Peru;1;1;Friendly;East Rutherford;USA;1;0;0;0;27;ECU;41;PER;-14
27/9/2006;Venezuela;Uruguay;1;0;Friendly;Maracaibo;Venezuela;0;1;1;0;80;VEN;15;URU;65
7/10/2006;Chile;Peru;3;2;Copa del Pacífico;Viña del Mar;Chile;0;1;1;0;45;CHI;46;PER;-1
10/10/2006;Brasil;Ecuador;2;1;Friendly;Solna;Sweden;1;1;1;0;1;BRA;30;ECU;-29
11/10/2006;Peru;Chile;0;1;Copa del Pacífico;Tacna;Peru;0;-1;0;1;46;PER;45;CHI;1
18/10/2006;Uruguay;Venezuela;4;0;Friendly;Montevideo;Uruguay;0;4;1;0;17;URU;72;VEN;-55
15/11/2006;Chile;Paraguay;3;2;Friendly;Viña del Mar;Chile;0;1;1;0;44;CHI;29;PAR;15
7/2/2007;Colombia;Uruguay;1;3;Friendly;Cúcuta;Colombia;0;-2;0;1;34;COL;30;URU;4
7/2/2007;Venezuela;Chile;0;1;Friendly;Maracaibo;Venezuela;0;-1;0;1;73;VEN;40;CHI;33
24/3/2007;Brasil;Chile;4;0;Friendly;Gothenburg;Sweden;1;4;1;0;3;BRA;32;CHI;-29
24/3/2007;Japon;Peru;2;0;Friendly;Yokohama;Japon;0;2;1;0;42;JPN;70;PER;-28
28/3/2007;Colombia;Paraguay;2;0;Friendly;Bogotá;Colombia;0;2;1;0;31;COL;29;PAR;2
18/4/2007;Argentina;Chile;0;0;Friendly;Mendoza;Argentina;0;0;0;0;2;ARG;37;CHI;-35
3/6/2007;Ecuador;Peru;1;2;Friendly;Madrid;Spain;1;-1;0;1;30;ECU;71;PER;-41
5/6/2007;Japon;Colombia;0;0;Kirin Cup;Saitama;Japon;0;0;0;0;44;JPN;26;COL;18
6/6/2007;Ecuador;Peru;2;0;Friendly;Barcelona;Spain;1;2;1;0;30;ECU;71;PER;-41
20/6/2007;Bolivia;Paraguay;0;0;Friendly;Santa Cruz;Bolivia;0;0;0;0;92;BOL;37;PAR;55
23/6/2007;Colombia;Ecuador;3;1;Friendly;Barranquilla;Colombia;0;2;1;0;31;COL;44;ECU;-13
26/6/2007;Uruguay;Peru;0;3;Copa América;Mérida;Venezuela;1;-3;0;1;30;URU;64;PER;-34
26/6/2007;Venezuela;Bolivia;2;2;Copa América;San Cristóbal;Venezuela;0;0;0;0;70;VEN;92;BOL;-22
27/6/2007;Ecuador;Chile;2;3;Copa América;Puerto Ordaz;Venezuela;1;-1;0;1;44;ECU;53;CHI;-9
28/6/2007;Paraguay;Colombia;5;0;Copa América;Barinas;Venezuela;1;5;1;0;37;PAR;31;COL;6
30/6/2007;Bolivia;Uruguay;0;1;Copa América;San Cristóbal;Venezuela;1;-1;0;1;92;BOL;30;URU;62
30/6/2007;Venezuela;Peru;2;0;Copa América;San Cristóbal;Venezuela;0;2;1;0;70;VEN;64;PER;6
1/7/2007;Brasil;Chile;3;0;Copa América;Maturín;Venezuela;1;3;1;0;3;BRA;53;CHI;-50
2/7/2007;Argentina;Colombia;4;2;Copa América;Maracaibo;Venezuela;1;2;1;0;5;ARG;31;COL;-26
3/7/2007;Peru;Bolivia;2;2;Copa América;Mérida;Venezuela;1;0;0;0;64;PER;92;BOL;-28
3/7/2007;Venezuela;Uruguay;0;0;Copa América;Mérida;Venezuela;0;0;0;0;70;VEN;30;URU;40
4/7/2007;Brasil;Ecuador;1;0;Copa América;Puerto la Cruz;Venezuela;1;1;1;0;3;BRA;44;ECU;-41
5/7/2007;Argentina;Paraguay;1;0;Copa América;Barquisimeto;Venezuela;1;1;1;0;5;ARG;37;PAR;-32
7/7/2007;Chile;Brasil;1;6;Copa América;Puerto la Cruz;Venezuela;1;-5;0;1;53;CHI;3;BRA;50
7/7/2007;Venezuela;Uruguay;1;4;Copa América;San Cristóbal;Venezuela;0;-3;0;1;70;VEN;30;URU;40
8/7/2007;Argentina;Peru;4;0;Copa América;Barquisimeto;Venezuela;1;4;1;0;5;ARG;64;PER;-59
9/7/2007;Japon;Qatar;1;1;AFC Asian Cup;Hanoi;Vietnam;1;0;0;0;40;JPN;85;QAT;-45
10/7/2007;Uruguay;Brasil;2;2;Copa América;Maracaibo;Venezuela;1;0;0;0;30;URU;3;BRA;27
15/7/2007;Brasil;Argentina;3;0;Copa América;Maracaibo;Venezuela;1;3;1;0;3;BRA;5;ARG;-2
22/8/2007;Ecuador;Bolivia;1;0;Friendly;Quito;Ecuador;0;1;1;0;55;ECU;68;BOL;-13
22/8/2007;Paraguay;Venezuela;1;1;Friendly;Asunción;Paraguay;0;0;0;0;31;PAR;56;VEN;-25
8/9/2007;Peru;Colombia;2;2;Friendly;Lima;Peru;0;0;0;0;54;PER;31;COL;23
8/9/2007;Venezuela;Paraguay;3;2;Friendly;Puerto Ordaz;Venezuela;0;1;1;0;56;VEN;31;PAR;25
12/9/2007;Colombia;Paraguay;1;0;Friendly;Bogotá;Colombia;0;1;1;0;31;COL;31;PAR;0
12/9/2007;Peru;Bolivia;2;0;Friendly;Lima;Peru;0;2;1;0;54;PER;68;BOL;-14
13/10/2007;Argentina;Chile;2;0;FIFA World Cup qualification;Buenos Aires;Argentina;0;2;1;0;2;ARG;47;CHI;-45
13/10/2007;Ecuador;Venezuela;0;1;FIFA World Cup qualification;Quito;Ecuador;0;-1;0;1;57;ECU;58;VEN;-1
13/10/2007;Peru;Paraguay;0;0;FIFA World Cup qualification;Lima;Peru;0;0;0;0;52;PER;31;PAR;21
13/10/2007;Uruguay;Bolivia;5;0;FIFA World Cup qualification;Montevideo;Uruguay;0;5;1;0;19;URU;90;BOL;-71
14/10/2007;Colombia;Brasil;0;0;FIFA World Cup qualification;Bogotá;Colombia;0;0;0;0;24;COL;3;BRA;21
16/10/2007;Venezuela;Argentina;0;2;FIFA World Cup qualification;Maracaibo;Venezuela;0;-2;0;1;58;VEN;2;ARG;56
17/10/2007;Bolivia;Colombia;0;0;FIFA World Cup qualification;La Paz;Bolivia;0;0;0;0;90;BOL;24;COL;66
17/10/2007;Brasil;Ecuador;5;0;FIFA World Cup qualification;Rio de Janeiro;Brasil;0;5;1;0;3;BRA;57;ECU;-54
17/10/2007;Chile;Peru;2;0;FIFA World Cup qualification;Santiago;Chile;0;2;1;0;47;CHI;52;PER;-5
17/10/2007;Paraguay;Uruguay;1;0;FIFA World Cup qualification;Asunción;Paraguay;0;1;1;0;31;PAR;19;URU;12
17/11/2007;Argentina;Bolivia;3;0;FIFA World Cup qualification;Buenos Aires;Argentina;0;3;1;0;1;ARG;107;BOL;-106
17/11/2007;Colombia;Venezuela;1;0;FIFA World Cup qualification;Bogotá;Colombia;0;1;1;0;25;COL;56;VEN;-31
17/11/2007;Paraguay;Ecuador;5;1;FIFA World Cup qualification;Asunción;Paraguay;0;4;1;0;26;PAR;59;ECU;-33
18/11/2007;Peru;Brasil;1;1;FIFA World Cup qualification;Lima;Peru;0;0;0;0;61;PER;2;BRA;59
18/11/2007;Uruguay;Chile;2;2;FIFA World Cup qualification;Montevideo;Uruguay;0;0;0;0;17;URU;45;CHI;-28
20/11/2007;Colombia;Argentina;2;1;FIFA World Cup qualification;Bogotá;Colombia;0;1;1;0;25;COL;1;ARG;24
20/11/2007;Venezuela;Bolivia;5;3;FIFA World Cup qualification;San Cristóbal;Venezuela;0;2;1;0;56;VEN;107;BOL;-51
21/11/2007;Brasil;Uruguay;2;1;FIFA World Cup qualification;São Paulo;Brasil;0;1;1;0;2;BRA;17;URU;-15
21/11/2007;Chile;Paraguay;0;3;FIFA World Cup qualification;Santiago;Chile;0;-3;0;1;45;CHI;26;PAR;19
21/11/2007;Ecuador;Peru;5;1;FIFA World Cup qualification;Quito;Ecuador;0;4;1;0;59;ECU;61;PER;-2
26/1/2008;Japon;Chile;0;0;Friendly;Tokyo;Japon;0;0;0;0;34;JPN;45;CHI;-11
6/2/2008;Bolivia;Peru;2;1;Friendly;La Paz;Bolivia;0;1;1;0;106;BOL;63;PER;43
6/2/2008;Uruguay;Colombia;2;2;Friendly;Montevideo;Uruguay;0;0;0;0;28;URU;17;COL;11
26/3/2008;Venezuela;Bolivia;0;1;Friendly;Puerto la Cruz;Venezuela;0;-1;0;1;57;VEN;99;BOL;-42
30/4/2008;Colombia;Venezuela;5;2;Friendly;Bucaramanga;Colombia;0;3;1;0;19;COL;59;VEN;-40
27/5/2008;Japon;Paraguay;0;0;Kirin Cup;Saitama;Japon;0;0;0;0;37;JPN;24;PAR;13
6/6/2008;Brasil;Venezuela;0;2;Friendly;Foxborough;USA;1;-2;0;1;2;BRA;63;VEN;-61
14/6/2008;Peru;Colombia;1;1;FIFA World Cup qualification;Lima;Peru;0;0;0;0;64;PER;19;COL;45
14/6/2008;Uruguay;Venezuela;1;1;FIFA World Cup qualification;Montevideo;Uruguay;0;0;0;0;26;URU;63;VEN;-37
15/6/2008;Argentina;Ecuador;1;1;FIFA World Cup qualification;Buenos Aires;Argentina;0;0;0;0;1;ARG;59;ECU;-58
15/6/2008;Bolivia;Chile;0;2;FIFA World Cup qualification;La Paz;Bolivia;0;-2;0;1;90;BOL;47;CHI;43
15/6/2008;Paraguay;Brasil;2;0;FIFA World Cup qualification;Asunción;Paraguay;0;2;1;0;28;PAR;2;BRA;26
17/6/2008;Uruguay;Peru;6;0;FIFA World Cup qualification;Montevideo;Uruguay;0;6;1;0;26;URU;64;PER;-38
18/6/2008;Bolivia;Paraguay;4;2;FIFA World Cup qualification;La Paz;Bolivia;0;2;1;0;90;BOL;28;PAR;62
18/6/2008;Ecuador;Colombia;0;0;FIFA World Cup qualification;Quito;Ecuador;0;0;0;0;59;ECU;19;COL;40
19/6/2008;Venezuela;Chile;2;3;FIFA World Cup qualification;Puerto la Cruz;Venezuela;0;-1;0;1;63;VEN;47;CHI;16
20/8/2008;Colombia;Ecuador;0;1;Friendly;East Rutherford;USA;1;-1;0;1;23;COL;56;ECU;-33
20/8/2008;Japon;Uruguay;1;3;Friendly;Sapporo;Japon;0;-2;0;1;35;JPN;24;URU;11
6/9/2008;Argentina;Paraguay;1;1;FIFA World Cup qualification;Buenos Aires;Argentina;0;0;0;0;7;ARG;25;PAR;-18
6/9/2008;Colombia;Uruguay;0;1;FIFA World Cup qualification;Bogotá;Colombia;0;-1;0;1;29;COL;22;URU;7
6/9/2008;Ecuador;Bolivia;3;1;FIFA World Cup qualification;Quito;Ecuador;0;2;1;0;52;ECU;71;BOL;-19
6/9/2008;Peru;Venezuela;1;0;FIFA World Cup qualification;Lima;Peru;0;1;1;0;73;PER;61;VEN;12
7/9/2008;Chile;Brasil;0;3;FIFA World Cup qualification;Santiago;Chile;0;-3;0;1;40;CHI;6;BRA;34
9/9/2008;Paraguay;Venezuela;2;0;FIFA World Cup qualification;Asunción;Paraguay;0;2;1;0;25;PAR;61;VEN;-36
10/9/2008;Brasil;Bolivia;0;0;FIFA World Cup qualification;Rio de Janeiro;Brasil;0;0;0;0;6;BRA;71;BOL;-65
10/9/2008;Chile;Colombia;4;0;FIFA World Cup qualification;Santiago;Chile;0;4;1;0;40;CHI;29;COL;11
10/9/2008;Peru;Argentina;1;1;FIFA World Cup qualification;Lima;Peru;0;0;0;0;73;PER;7;ARG;66
10/9/2008;Uruguay;Ecuador;0;0;FIFA World Cup qualification;Montevideo;Uruguay;0;0;0;0;22;URU;52;ECU;-30
11/10/2008;Argentina;Uruguay;2;1;FIFA World Cup qualification;Buenos Aires;Argentina;0;1;1;0;7;ARG;20;URU;-13
11/10/2008;Bolivia;Peru;3;0;FIFA World Cup qualification;La Paz;Bolivia;0;3;1;0;74;BOL;58;PER;16
11/10/2008;Colombia;Paraguay;0;1;FIFA World Cup qualification;Bogotá;Colombia;0;-1;0;1;33;COL;22;PAR;11
12/10/2008;Ecuador;Chile;1;0;FIFA World Cup qualification;Quito;Ecuador;0;1;1;0;42;ECU;36;CHI;6
12/10/2008;Venezuela;Brasil;0;4;FIFA World Cup qualification;San Cristóbal;Venezuela;0;-4;0;1;66;VEN;4;BRA;62
14/10/2008;Bolivia;Uruguay;2;2;FIFA World Cup qualification;La Paz;Bolivia;0;0;0;0;74;BOL;20;URU;54
15/10/2008;Brasil;Colombia;0;0;FIFA World Cup qualification;Rio de Janeiro;Brasil;0;0;0;0;4;BRA;33;COL;-29
15/10/2008;Chile;Argentina;1;0;FIFA World Cup qualification;Santiago;Chile;0;1;1;0;36;CHI;7;ARG;29
15/10/2008;Paraguay;Peru;1;0;FIFA World Cup qualification;Asunción;Paraguay;0;1;1;0;22;PAR;58;PER;-36
15/10/2008;Venezuela;Ecuador;3;1;FIFA World Cup qualification;Puerto la Cruz;Venezuela;0;2;1;0;66;VEN;42;ECU;24
19/11/2008;Qatar;Japon;0;3;FIFA World Cup qualification;Doha;Qatar;0;-3;0;1;78;QAT;38;JPN;40
11/2/2009;Peru;Paraguay;0;1;Friendly;Lima;Peru;0;-1;0;1;76;PER;15;PAR;61
28/3/2009;Argentina;Venezuela;4;0;FIFA World Cup qualification;Buenos Aires;Argentina;0;4;1;0;6;ARG;65;VEN;-59
28/3/2009;Colombia;Bolivia;2;0;FIFA World Cup qualification;Bogotá;Colombia;0;2;1;0;47;COL;56;BOL;-9
28/3/2009;Uruguay;Paraguay;2;0;FIFA World Cup qualification;Montevideo;Uruguay;0;2;1;0;21;URU;15;PAR;6
31/3/2009;Venezuela;Colombia;2;0;FIFA World Cup qualification;Puerto Ordaz;Venezuela;0;2;1;0;65;VEN;47;COL;18
27/5/2009;Japon;Chile;4;0;Kirin Cup;Osaka;Japon;0;4;1;0;35;JPN;26;CHI;9
6/6/2009;Argentina;Colombia;1;0;FIFA World Cup qualification;Buenos Aires;Argentina;0;1;1;0;7;ARG;45;COL;-38
6/6/2009;Bolivia;Venezuela;0;1;FIFA World Cup qualification;La Paz;Bolivia;0;-1;0;1;58;BOL;56;VEN;2
6/6/2009;Paraguay;Chile;0;2;FIFA World Cup qualification;Asunción;Paraguay;0;-2;0;1;13;PAR;37;CHI;-24
6/6/2009;Uruguay;Brasil;0;4;FIFA World Cup qualification;Montevideo;Uruguay;0;-4;0;1;17;URU;5;BRA;12
10/6/2009;Brasil;Paraguay;2;1;FIFA World Cup qualification;Recife;Brasil;0;1;1;0;5;BRA;13;PAR;-8
10/6/2009;Chile;Bolivia;4;0;FIFA World Cup qualification;Santiago;Chile;0;4;1;0;37;CHI;58;BOL;-21
10/6/2009;Colombia;Peru;1;0;FIFA World Cup qualification;Medellín;Colombia;0;1;1;0;45;COL;89;PER;-44
10/6/2009;Ecuador;Argentina;2;0;FIFA World Cup qualification;Quito;Ecuador;0;2;1;0;44;ECU;7;ARG;37
10/6/2009;Japon;Qatar;1;1;FIFA World Cup qualification;Yokohama;Japon;0;0;0;0;31;JPN;94;QAT;-63
10/6/2009;Venezuela;Uruguay;2;2;FIFA World Cup qualification;Puerto Ordaz;Venezuela;0;0;0;0;56;VEN;17;URU;39
12/8/2009;Colombia;Venezuela;1;2;Friendly;East Rutherford;USA;1;-1;0;1;45;COL;54;VEN;-9
5/9/2009;Argentina;Brasil;1;3;FIFA World Cup qualification;Rosario;Argentina;0;-2;0;1;8;ARG;1;BRA;7
5/9/2009;Chile;Venezuela;2;2;FIFA World Cup qualification;Santiago;Chile;0;0;0;0;21;CHI;51;VEN;-30
5/9/2009;Colombia;Ecuador;2;0;FIFA World Cup qualification;Medellín;Colombia;0;2;1;0;48;COL;36;ECU;12
5/9/2009;Paraguay;Bolivia;1;0;FIFA World Cup qualification;Asunción;Paraguay;0;1;1;0;23;PAR;59;BOL;-36
5/9/2009;Peru;Uruguay;1;0;FIFA World Cup qualification;Lima;Peru;0;1;1;0;91;PER;28;URU;63
9/9/2009;Bolivia;Ecuador;1;3;FIFA World Cup qualification;La Paz;Bolivia;0;-2;0;1;59;BOL;36;ECU;23
10/10/2009;Argentina;Peru;2;1;FIFA World Cup qualification;Buenos Aires;Argentina;0;1;1;0;8;ARG;91;PER;-83
10/10/2009;Colombia;Chile;2;4;FIFA World Cup qualification;Medellín;Colombia;0;-2;0;1;48;COL;21;CHI;27
10/10/2009;Ecuador;Uruguay;1;2;FIFA World Cup qualification;Quito;Ecuador;0;-1;0;1;36;ECU;28;URU;8
10/10/2009;Venezuela;Paraguay;1;2;FIFA World Cup qualification;Puerto Ordaz;Venezuela;0;-1;0;1;51;VEN;23;PAR;28
14/10/2009;Brasil;Venezuela;0;0;FIFA World Cup qualification;Campo Grande;Brasil;0;0;0;0;1;BRA;51;VEN;-50
14/10/2009;Chile;Ecuador;1;0;FIFA World Cup qualification;Santiago;Chile;0;1;1;0;21;CHI;36;ECU;-15
14/10/2009;Paraguay;Colombia;0;2;FIFA World Cup qualification;Asunción;Paraguay;0;-2;0;1;23;PAR;48;COL;-25
14/10/2009;Peru;Bolivia;1;0;FIFA World Cup qualification;Lima;Peru;0;1;1;0;91;PER;59;BOL;32
14/10/2009;Uruguay;Argentina;0;1;FIFA World Cup qualification;Montevideo;Uruguay;0;-1;0;1;28;URU;8;ARG;20
4/11/2009;Chile;Paraguay;2;1;Friendly;Talcahuano;Chile;0;1;1;0;17;CHI;21;PAR;-4
13/11/2009;Paraguay;Qatar;0;2;Friendly;Rouen;France;1;-2;0;1;21;PAR;94;QAT;-73
2/2/2010;Japon;Venezuela;0;0;Friendly;?ita;Japon;0;0;0;0;43;JPN;50;VEN;-7
31/3/2010;Chile;Venezuela;0;0;Friendly;Temuco;Chile;0;0;0;0;13;CHI;48;VEN;-35
28/6/2010;Brasil;Chile;3;0;FIFA World Cup;Johannesburg;South Africa;1;3;1;0;1;BRA;18;CHI;-17
29/6/2010;Paraguay;Japon;0;0;FIFA World Cup;Pretoria;South Africa;1;0;0;0;31;PAR;45;JPN;-14
11/8/2010;Bolivia;Colombia;1;1;Friendly;La Paz;Bolivia;0;0;0;0;50;BOL;36;COL;14
3/9/2010;Venezuela;Colombia;0;2;Friendly;Puerto la Cruz;Venezuela;0;-2;0;1;47;VEN;36;COL;11
4/9/2010;Japon;Paraguay;1;0;Friendly;Yokohama;Japon;0;1;1;0;32;JPN;15;PAR;17
7/9/2010;Venezuela;Ecuador;1;0;Friendly;Barquisimeto;Venezuela;0;1;1;0;47;VEN;58;ECU;-11
8/10/2010;Colombia;Ecuador;1;0;Friendly;Harrison;USA;1;1;1;0;40;COL;72;ECU;-32
8/10/2010;Japon;Argentina;1;0;Friendly;Saitama;Japon;0;1;1;0;30;JPN;5;ARG;25
17/11/2010;Argentina;Brasil;1;0;Friendly;Doha;Qatar;1;1;1;0;5;ARG;3;BRA;2
17/11/2010;Chile;Uruguay;2;0;Friendly;Santiago;Chile;0;2;1;0;16;CHI;7;URU;9
17/11/2010;Colombia;Peru;1;1;Friendly;Bogotá;Colombia;0;0;0;0;47;COL;52;PER;-5
17/11/2010;Ecuador;Venezuela;4;1;Friendly;Quito;Ecuador;0;3;1;0;61;ECU;56;VEN;5
21/1/2011;Qatar;Japon;2;3;AFC Asian Cup;Doha;Qatar;0;-1;0;1;105;QAT;29;JPN;76
16/3/2011;Argentina;Venezuela;4;1;Friendly;San Juan;Argentina;0;3;1;0;4;ARG;63;VEN;-59
26/3/2011;Colombia;Ecuador;2;0;Friendly;Madrid;Spain;1;2;1;0;50;COL;49;ECU;1
29/3/2011;Colombia;Chile;0;2;Friendly;The Hague;Netherlands;1;-2;0;1;50;COL;14;CHI;36
29/3/2011;Ecuador;Peru;0;0;Friendly;The Hague;Netherlands;1;0;0;0;49;ECU;59;PER;-10
20/4/2011;Argentina;Ecuador;2;2;Friendly;Mar del Plata;Argentina;0;0;0;0;5;ARG;56;ECU;-51
25/5/2011;Argentina;Paraguay;4;2;Friendly;Resistencia;Argentina;0;2;1;0;5;ARG;23;PAR;-18
1/6/2011;Japon;Peru;0;0;Kirin Cup;Niigata;Japon;0;0;0;0;14;JPN;54;PER;-40
4/6/2011;Bolivia;Paraguay;0;2;Copa Paz del Chaco;Santa Cruz;Bolivia;0;-2;0;1;102;BOL;23;PAR;79
7/6/2011;Paraguay;Bolivia;0;0;Copa Paz del Chaco;Luque;Paraguay;0;0;0;0;23;PAR;102;BOL;-79
